117.987 0.678908 14.3192 0.613153
125.147 0.154895 12.2976 0.176997
127.961 0.122775 11.5398 0.123789
128.196 0.110342 11.5136 0.122082
128.21 0.113094 11.1254 0.111651
128.964 0.107874 10.8013 0.107058
129.596 0.117435 10.9576 0.128398
128.438 0.104441 11.4184 0.111028
128.83 0.106534 10.6758 0.108874
128.532 0.126019 11.6566 0.132256
128.578 0.116382 11.6161 0.126772
128.667 0.109159 11.1968 0.116666
128.62 0.111953 11.0939 0.113651
128.349 0.111155 11.5201 0.121127
128.542 0.110248 10.9799 0.107983
128.071 0.108484 11.0518 0.111729
128.392 0.115651 10.8989 0.109599
