92.5665 0.228791 15.6617 0.323724
102.291 0.155962 13.4588 0.173094
103.618 0.15044 12.6415 0.146298
104.488 0.142804 11.9692 0.133549
104.798 0.128751 12.2155 0.143616
106.149 0.13201 11.5153 0.144914
104.983 0.213011 13.4287 0.248972
103.19 0.126207 11.6456 0.124121
106.738 0.12436 9.63927 0.117365
102.984 0.197192 15.1093 0.272086
104.47 0.153594 12.8334 0.166734
104.976 0.152364 12.052 0.146551
104.104 0.144325 12.8821 0.161704
103.814 0.134626 12.8339 0.154187
103.746 0.133872 12.382 0.145534
102.85 0.132267 11.914 0.13137
101.683 0.139421 12.2787 0.141101
