-0.204899 0.00155171 0.131273 0.00185395
-0.115075 0.000809821 0.108516 0.000778764
-0.0839272 0.00072573 0.101965 0.000643219
-0.0754716 0.000668063 0.1028 0.000636807
-0.0675189 0.000658558 0.100681 0.000624439
-0.0505001 0.000658181 0.0912975 0.000557231
-0.0446773 0.000810302 0.0957043 0.000743977
-0.0574662 0.000677008 0.0960296 0.000573713
-0.0425373 0.000628355 0.0851248 0.000543841
-0.0839058 0.000865857 0.106116 0.000786472
-0.0764556 0.000737283 0.105605 0.000718869
-0.0695622 0.000720033 0.101196 0.00065378
-0.0698824 0.000722415 0.105814 0.000710822
-0.0650802 0.000709689 0.0993786 0.000616553
-0.0630034 0.000713967 0.0980331 0.000601215
-0.0657594 0.000695887 0.0973123 0.000589417
-0.0689098 0.000715533 0.0976123 0.000595062
