-0.155235 0.00311088 0.107761 0.00266274
-0.0841376 0.00107821 0.0923745 0.00094186
-0.0540253 0.00080443 0.0904369 0.000705673
-0.04548 0.000763937 0.0881792 0.000664829
-0.0396815 0.000772819 0.0875781 0.00067616
-0.033072 0.000763149 0.0854424 0.000646105
-0.0249438 0.000837296 0.0862777 0.000789261
-0.0322793 0.000724726 0.0888326 0.000647337
-0.0313558 0.000752228 0.0832928 0.000665006
-0.0576776 0.0008896 0.0954068 0.000824391
-0.0470041 0.000808815 0.0903606 0.000704624
-0.0407629 0.000788985 0.0887952 0.000693214
-0.0370026 0.000785511 0.0877745 0.00068233
-0.0377179 0.000781748 0.0900037 0.000697962
-0.0345269 0.000777683 0.0880032 0.000686201
-0.0380337 0.000765866 0.0878605 0.000683545
-0.0368581 0.00077806 0.084245 0.000645568
