-0.0643806 0.0044652 0.121327 0.00399787
-0.00314233 0.00114927 0.10188 0.00115208
0.0196731 0.00090567 0.0965697 0.000823919
0.0216442 0.000825527 0.0946713 0.000772218
0.0223059 0.000833796 0.0927938 0.000742598
0.0275949 0.000814232 0.0889169 0.000693783
0.0335711 0.000884847 0.0900757 0.000843915
0.0241071 0.000770849 0.0936955 0.000700547
0.0282568 0.000800947 0.087558 0.000722224
0.024258 0.000939535 0.0976407 0.000878412
0.0251026 0.00084889 0.0944834 0.000772557
0.0254647 0.000827915 0.0928888 0.000761402
0.0253782 0.000833344 0.0921284 0.000742964
0.0224704 0.000829106 0.0941701 0.000763376
0.0245288 0.00082637 0.0916281 0.000727566
0.021269 0.000811159 0.0911879 0.000724365
0.0232309 0.000839851 0.0904102 0.000714091
