run lumi event CSV_j0_sj0 CSV_j0_sj1 CSV_j1_sj0 CSV_j1_sj1
1 2116 6283757 -264.049 -218.122 328.004 157.556
1 44042 130809638 275.354 156.304 -369.89 -77.9322
1 68446 203296391 -185.853 -132.576 173.397 15.7966
1 30549 90735257 -132.734 -18.3602 -6.44142 45.5315
1 15456 45906826 283.783 194.991 -286.879 -171.777
1 31208 92692214 129.961 11.086 -101.901 -53.8449
1 29362 87208550 -312.556 -32.3029 133.114 185.689
1 52795 156808334 -291.25 -53.0216 256.622 53.0248
1 48317 143508018 345.216 157.383 -374.743 -85.407
1 63586 188859088 -407.355 -80.484 266.363 157.939
1 66511 197548294 190.183 106.492 -236.914 -47.0483
1 72182 214391411 430.073 68.1097 -333.657 -99.3154
1 62678 186162482 360.941 107.741 -319.895 -124.899
1 52981 157359807 -235.984 -109.655 242.972 123.241
1 29510 87647793 211.923 45.455 -226.439 -41.1975
1 10438 31001828 375.482 91.4803 -364.672 -21.6651
1 51213 152108690 14.1092 20.1124 -53.544 52.1406
1 35812 106367006 178.162 66.8446 -99.1289 -149.63
1 69017 204990529 95.6462 6.27824 -71.5482 -33.5609
1 57913 172009567 531.26 52.3277 -328.022 -87.3731
1 13676 40617953 352.157 60.6502 -262.776 -144.702
1 69750 207166683 -269.506 -48.7816 150.541 161.731
1 25647 76175073 202.824 192.751 -227.234 -124.433
1 55087 163616276 276.376 52.7225 -217.977 -96.5158
1 35578 105671165 -332.503 -168.233 241.596 174.28
1 21215 63012697 -284.972 -243.463 232.589 132.753
1 38329 113842415 -442.035 -39.6205 264.593 147.665
1 22815 67763354 -249.511 -190.353 281.948 98.4771
1 47529 141168439 313.864 80.7583 -204.462 -99.6385
1 11915 35387402 199.342 2.61165 -108.712 -67.319
1 18731 55632602 403.163 77.5089 -269.949 -203.353
1 43338 128718964 -328.234 -109.849 328.502 118.244
1 43366 128801825 -62.9421 -123.701 158.56 -20.8549
1 50334 149499694 -201.969 -8.05286 190.394 43.2719
1 69880 207554366 34.9875 -22.8055 -73.4912 56.7666
1 61817 183604672 -115.257 24.0578 52.2357 33.7691
1 7203 21391977 175.5 162.139 -235.087 -42.9747
1 12531 37217854 -148.418 -38.2608 161.752 23.3942
1 65412 194284240 -397.073 -60.4675 311.616 134.737
1 36722 109068109 -26.3312 47.3423 -46.2186 -12.1258
1 43941 130510346 242.363 161.006 -313.012 -87.087
1 61571 182875129 63.1902 -31.7759 65.5621 -37.7253
1 57983 172219591 22.7484 -48.5718 25.6439 31.188
1 75235 223459332 43.9612 -56.814 -18.3568 13.8394
1 58916 174989991 271.96 101.665 -224.512 -85.961
