run lumi event CSV_j0_sj0 CSV_j0_sj1 CSV_j1_sj0 CSV_j1_sj1
1 354 988039 0.252969 0.0991594 0.0577306 0.0625587
1 362 1010318 0.382632 0.0738191 0.0886439 0.189601
1 3019 8412259 0.417866 0.454144 0.256358 0.188286
1 3019 8413580 0.266615 0.423343 0.0726738 0.177896
1 8690 24215487 0.209934 0.33401 0.406623 0.159028
1 9909 27611688 0.229826 0.0664949 0.127703 0.0869473
1 12016 33483123 0.0905139 0.224606 0.279625 0.077607
1 15361 42803535 0.267041 0.057864 0.258371 0.134977
1 17046 47500231 0.200098 0.347106 0.399788 0.0667721
1 16883 47045632 0.254435 0.325412 0.0988822 0.0864188
1 16884 47048757 0.229371 0.0734549 0.441769 0.0697481
1 17995 50143525 0.186531 0.143359 0.201904 0.190814
1 20212 56320850 0.280319 0.205811 0.103955 0.191006
1 19842 55288783 0.134936 0.0609319 0.33654 0.0977014
1 20254 56438243 0.233602 0.0757997 0.217253 0.0653478
1 21486 59869700 0.261684 0.298743 0.123961 0.190789
1 532 1479889 0.249152 0.0594467 0.304688 0.411164
1 2203 6139685 0.038939 0.202451 0.2564 0.068663
1 10784 30051338 0.239221 0.0917791 0.150984 0.14852
1 12250 34132954 0.323483 0.298107 0.324992 0.077254
1 15221 42411992 0.239614 0.137056 0.133417 0.0900078
1 15842 44143396 0.311755 0.323247 0.0873422 0.226396
1 16449 45836635 0.230559 0.101982 0.0518224 0.0764616
1 16078 44802187 0.201896 0.35145 0.216135 0.0822113
1 16682 46485922 0.30987 0.128378 0.248029 0.107669
1 17177 47863941 0.0715643 0.165485 0.216165 0.122808
1 18317 51040277 0.226365 -10 0.213623 -10
1 18345 51119820 0.116408 0.179577 0.0379787 0.144966
1 2185 6086932 0.26975 0.0681233 0.28376 0.0640993
1 2185 6088414 0.0412626 0.058363 0.124934 0.178752
1 3368 9383596 0.383908 0.0576453 0.298455 0.172521
1 9513 26508506 0.153299 0.0672109 0.166939 0.327144
1 10335 28798886 0.247259 0.0617876 0.134127 0.361911
1 11168 31118740 0.243071 0.455355 0.0814509 0.0879313
1 11332 31575359 0.325403 0.0842426 0.222731 0.113997
1 11827 32956434 0.162811 0.245759 0.218369 0.0564834
1 12192 33971890 0.231668 0.050929 0.179064 0.101328
1 12192 33972048 0.0739555 0.143952 0.137496 0.147345
1 14549 40542603 0.256668 0.283324 0.140648 0.0673697
1 15888 44272553 0.189528 0.0901011 0.230749 0.0641597
1 17222 47990435 0.180098 0.0540191 0.0327494 0.101345
1 17222 47991342 0.147577 0.157561 0.0857313 0.193387
1 3512 9785724 0.109568 0.121305 0.0985313 0.114618
1 7884 21970775 0.42168 0.196689 0.307324 0.0969555
1 9797 27300343 0.0798624 0.0812972 0.227723 0.456084
1 8086 22530637 0.429161 0.106472 0.0535676 0.0664139
1 8534 23778947 0.24858 0.458884 0.0882187 0.142643
1 9171 25557323 0.384323 0.183652 0.0865376 0.0751093
1 558 1556592 0.0988329 0.0834538 0.383583 0.15029
