run lumi event CSV_j0_sj0 CSV_j0_sj1 CSV_j1_sj0 CSV_j1_sj1
1 4 716 23.2052 46.3983 41.674 -46.6006
1 15 2873 -699.381 -307.404 670.719 196.45
1 50 9968 -196.818 -55.2819 120.914 56.8679
1 175 34991 702.261 166.068 -620.533 -177.4
1 192 38334 471.149 40.5779 -485.939 -62.5813
1 12 2267 -1020.52 -130.856 465.593 258.821
1 74 14794 -406.555 -126.896 340.275 323.554
1 159 31639 -342.875 -297.544 414.308 134.389
1 141 28069 -513.653 -265.857 635.003 124.398
1 34 6753 423.152 360.116 -326.498 -273.457
1 47 9340 -201.552 4.65563 113.788 4.14589
1 98 19440 787.375 91.0914 -195.517 -153.827
1 149 29638 -897.348 -642.771 813.919 142.347
1 176 35010 891.93 408.153 -703.409 -225.916
1 230 45847 -641.123 -122.818 567.661 183.575
