run lumi event CSV_j0_sj0 CSV_j0_sj1 CSV_j1_sj0 CSV_j1_sj1
1 138 27429 0.324063 0.393615 0.228106 0.323261
1 195 38967 0.307012 -10 0.155451 0.0802654
1 179 35689 0.282234 0.445388 0.11414 0.168268
1 239 47733 0.124811 0.118286 0.402377 0.276374
1 165 32893 0.426266 0.438288 -10 0.452868
1 135 26855 0.354008 0.135838 0.201607 0.229642
1 57 11225 0.310358 0.287685 0.435524 0.122357
1 157 31375 0.420701 0.457017 0.223353 0.410782
1 90 17851 0.199272 0.392507 0.151044 0.313078
1 85 16913 0.384833 0.263947 0.308986 0.425655
1 242 48372 0.25579 0.428031 0.209908 0.189677
