run lumi event CSV_j0_sj0 CSV_j0_sj1 CSV_j1_sj0 CSV_j1_sj1
1 5 858 -1520.71 -672.581 1231.06 901.578
1 18 3455 301.01 179.554 -302.588 -84.3673
1 41 8066 -609.967 -403.952 570.566 365.168
1 137 27283 -1045.76 -978.682 1283.38 702.809
1 148 29565 209.007 103.073 -227.962 -31.6521
1 94 18787 811.844 500.331 -873.621 -645.637
1 96 19023 -1532.8 -253.715 1171.5 768.509
1 97 19356 1960.15 373.085 -1468.04 -776.032
1 98 19580 -1311.96 -590.332 914.007 799.349
1 101 20175 1983.52 267.542 -1645.88 -277.449
1 240 47953 -951.606 -855.776 1103.42 667
1 186 37047 1474.13 432.174 -1145.96 -406.178
1 195 38890 -77.8566 43.3027 -0.837107 49.9234
1 197 39320 486.149 494.461 -310.13 -386.342
1 194 38678 1303.89 452.899 -978.294 -731.214
1 201 40131 -857.162 -799.93 1265.5 330.389
1 219 43750 -583.908 -64.9493 392.494 414.271
1 219 43758 1647.26 511.402 -1253.11 -830.315
1 220 43894 -1713.63 -378.254 1459.04 335.345
1 13 2453 1634.8 211.948 -1163.09 -745.348
1 13 2584 1059.92 735.236 -861.406 -779.226
1 23 4546 -997.212 -675.606 1515.93 652.556
1 24 4728 392.776 90.1776 -273.215 -214.584
1 34 6708 805.781 616.534 -1159.99 -216.059
1 46 9073 291.166 216.777 -380.262 -86.4162
1 46 9165 1042.27 507.367 -1005.49 -555.622
1 53 10483 -1371.99 -711.33 1589.27 443.925
1 53 10509 -111.613 -126.936 94.5701 48.2745
1 53 10546 1659.79 518.244 -1781.65 -256.528
1 63 12572 268.25 215.142 -371.22 -26.0487
1 68 13448 -1392.04 -481.468 983.205 753.062
1 79 15791 1787.79 616.797 -1365.87 -553.151
1 60 11949 -731.99 -593.609 638.828 264.886
1 65 12912 -1275.63 -538.679 996.396 852.969
1 70 13932 -1231.05 -502.93 884.463 687.906
1 141 28007 522.938 62.8066 -189.118 -282.127
1 161 32003 -277.541 -78.433 -257.102 -4.83574
1 189 37649 956.911 577.256 -850.004 -670.324
1 237 47220 -658.412 -343.527 1013.88 252.525
1 249 49731 -1443.74 -623.593 1595.81 463.58
1 20 3921 753.06 463.906 -732.191 -407.253
1 52 10219 -758.052 -399.147 855.865 389.609
1 52 10393 653.723 275.646 -487.547 -304.621
1 54 10676 1401.61 793.679 -872.06 -893.878
1 104 20630 371.326 122.997 -106.926 26.2841
1 160 31873 919.022 222.92 -655.796 -275.316
1 169 33715 798.051 490.729 -1104.18 -230.174
1 177 35375 1377.34 518.214 -1602.92 -203.695
1 184 36772 -993.61 -301.258 756.879 438.055
1 227 45337 1447.77 826.676 -1311.56 -590.91
1 212 42225 719.026 597.753 -683.63 -460.684
1 215 42986 50.471 -60.3868 162.536 28.7771
1 228 45544 296.694 145.293 -356.115 -53.3919
1 248 49597 -698.774 -553.271 1074.05 189.474
1 35 6820 830.565 565.846 -694.855 -195.107
1 35 6827 1216.55 864.872 -1465.4 -275.389
1 47 9249 -795.842 -594.645 881.473 504.565
1 28 5489 -873.169 -452.671 608.171 615.308
1 69 13683 611.783 482.961 -967.048 -261.334
1 81 16197 -1605.29 -646.611 1602.55 416.361
1 87 17400 -1601.42 -755.539 1525.55 813.337
1 89 17726 -78.8539 -75.141 -66.8899 -30.9897
1 89 17753 726.868 445.304 -942.796 -180.23
1 134 26624 740.487 657.345 -986.409 -420.31
1 178 35572 392.876 118.123 -290.38 -184.006
1 149 29627 247.714 263.182 -248.016 -182.028
1 206 41045 1717.26 260.169 -1154.74 -718.891
1 208 41473 428.917 301.393 -383.729 -248.299
1 216 43048 624.518 289.541 -438.066 -527.94
1 216 43170 868.727 842.186 -891.427 -678.786
1 216 43181 -864.409 -257.294 921.434 164.798
1 200 39904 -1633.59 -279.469 948.387 869.027
1 205 40866 730.99 349.097 -780.681 -138.844
