run lumi event CSV_j0_sj0 CSV_j0_sj1 CSV_j1_sj0 CSV_j1_sj1
1 15175 44630324 0.379848 0.135093 0.126681 0.0957723
1 16739 49232341 0.157756 0.0951255 0.150033 0.0873671
1 16755 49280158 0.321451 0.351124 0.146801 0.0691828
1 19059 56055022 0.157901 0.0572726 0.1268 0.38025
1 20372 59915612 0.345142 0.0838205 0.149728 0.0893256
1 1872 5503593 0.405752 0.167964 0.0738894 0.425516
1 1872 5504881 0.172876 0.386197 0.135715 0.151241
1 4859 14292372 0.106849 0.273815 0.118628 0.1313
1 5565 16366387 0.428468 0.129076 0.138119 0.151897
1 5565 16366655 0.339939 0.17356 0.157852 0.206486
1 5217 15343773 0.286146 0.294884 0.18778 0.370818
1 7447 21902814 0.131031 0.0648203 0.17747 0.174133
1 11229 33025531 0.357436 -10 0.264788 0.120446
1 7569 22260436 0.356428 0.157178 0.182834 0.247835
1 10477 30813764 0.0689887 0.0886619 0.247042 0.197889
1 15129 44495833 0.0560513 0.0817962 0.0925178 0.12198
1 10863 31950236 0.144373 0.0738329 0.108197 0.262092
1 10997 32342086 0.152463 0.308433 0.185908 0.0611441
1 16154 47511523 0.160014 0.0740601 0.112772 0.297819
1 16174 47569243 0.11055 0.115473 0.13562 0.109178
1 19841 58354309 0.16733 0.0997369 0.0678876 0.22114
1 17679 51995722 0.354872 0.142662 0.0511335 0.153744
1 17464 51365444 0.10906 0.346293 0.197379 0.0861491
1 17480 51410210 0.174056 0.0927771 0.151531 0.151412
1 17508 51495303 0.228199 0.254702 0.304874 0.124167
1 19868 58433516 0.0928189 0.152526 0.171555 0.0969406
1 19897 58519519 0.252702 0.342884 0.0647116 0.310101
1 2706 7959649 0.408074 0.233956 0.273754 0.169097
1 7528 22140037 0.0693409 0.0936153 0.31443 0.0712258
1 15834 46569298 0.147758 0.166675 0.336207 0.0943628
1 18182 53474875 0.315534 0.280932 0.195324 0.418343
1 19363 56948047 -10 0.0723484 0.31034 0.0611964
1 19363 56949054 0.121098 0.31271 0.285715 0.111154
1 19363 56949127 0.349731 0.0830301 0.204624 0.147106
1 98 287232 0.251037 0.0996181 0.12125 0.0692168
1 1516 4459118 0.155364 0.0944416 0.0642481 0.337447
1 969 2849192 0.282344 0.0813741 0.0980014 0.0492589
1 1616 4751353 0.0801862 0.131495 0.0661192 0.0942078
1 1620 4763031 0.0982965 0.0757512 0.200443 0.220445
1 2069 6085087 0.0911275 0.0936071 0.150447 0.121155
1 4441 13059737 0.203045 0.331195 0.13031 0.26292
1 4466 13132949 0.275036 0.151936 0.0851872 0.214639
1 4466 13133078 0.292372 0.0855701 0.100189 0.11083
1 4466 13134084 0.0741109 0.101988 0.12648 0.325497
1 6328 18609208 0.109909 0.352349 0.159734 0.114942
1 9194 27041658 0.143904 0.0974659 0.379585 0.187062
1 10706 31488426 0.371211 0.199271 0.0960327 0.134117
1 13238 38934090 0.161854 0.389884 0.153972 0.266891
1 13238 38934680 0.10497 0.161191 0.43191 0.185858
1 15826 46544967 0.0961442 0.191555 0.264207 0.286958
1 15826 46545745 0.0919617 0.0553056 0.224628 0.104226
1 2569 7555333 0.0518562 0.0774558 0.0677102 0.175051
1 2569 7555979 0.40043 0.0674982 0.0763011 0.231892
1 3203 9418417 0.41538 0.0965713 0.375014 0.216853
1 3203 9419163 0.0856495 0.0991784 0.158021 0.124781
1 3203 9419408 0.164778 0.0781227 0.193237 0.10045
1 6863 20185186 0.0923213 0.305859 0.143141 0.417095
1 6863 20185332 0.394501 0.24487 0.187072 0.139827
1 6863 20186153 0.141916 0.0958728 0.0961908 0.145174
1 8042 23651821 0.39378 0.100926 0.0989924 0.0895156
1 16036 47164812 0.141013 0.0970878 0.29812 0.175263
1 16109 47378173 0.251961 0.208355 0.168833 0.109644
1 16109 47378930 0.254505 0.200242 0.0971567 0.0824515
1 13052 38387599 0.0739567 0.091262 0.0761249 0.0538594
1 10422 30651602 0.40062 0.178916 0.246771 0.0850708
1 19262 56650914 0.264164 0.124553 0.165537 0.175423
1 19262 56653282 0.225337 0.116933 0.104159 0.0960706
1 19942 58653225 0.320861 0.132496 0.125907 0.335861
1 19942 58653602 0.0724497 0.0769524 0.107589 0.163026
1 3411 10031518 0.358813 0.113797 0.129451 0.126561
1 12358 36347509 0.0728788 0.207109 0.0638127 0.0783192
1 13075 38456532 0.0849482 0.137671 0.13106 0.189042
1 7759 22818882 0.0743218 0.294412 0.418727 0.104316
1 10584 31127160 0.147603 0.344665 0.100808 0.333449
1 12553 36919108 0.0913034 0.0830493 0.139236 0.0895739
1 13096 38515427 0.215774 0.372136 0.453367 0.115158
1 13603 40006033 0.105793 0.289264 0.182251 0.418773
1 14871 43737527 0.195321 0.108691 0.290613 0.101407
1 14871 43738606 0.0759111 0.148462 0.376531 0.315433
1 18565 54602071 0.299427 0.172335 0.0668127 0.162279
1 17146 50427186 0.0638494 0.165681 0.155062 0.0989722
1 139 406772 0.162445 0.323874 0.189468 0.111773
1 2562 7534095 0.0746961 0.398345 0.12791 0.0972674
1 6088 17904931 0.347996 0.0849745 0.30492 0.0793419
1 6105 17953893 0.142121 0.286566 0.0952448 0.154499
1 18019 52997908 0.407894 0.0568295 0.170721 0.0837151
1 17823 52417965 0.152049 0.0698772 0.12502 0.0800957
1 18802 55299898 0.382433 0.170916 0.111674 0.0853269
1 359 1054908 0.33571 0.405373 0.0890364 0.186605
1 15309 45025206 0.440436 0.0855717 0.179974 0.249959
1 16389 48200849 0.249128 0.071879 0.155589 0.273434
1 16389 48200913 0.340965 0.112277 0.108916 0.417132
1 2820 8293584 0.107757 0.057679 0.265188 0.197751
1 15268 44904072 0.0993143 0.0833322 0.414688 0.0915887
1 10291 30267415 0.133551 0.180305 0.110404 0.0906461
1 11540 33940014 0.204905 0.221148 0.415359 0.0758871
1 12437 36578563 0.125943 0.0712299 0.128646 0.0819278
1 13490 39675312 0.25073 0.140716 0.0644779 0.0746652
1 2197 6460738 0.411455 0.394407 0.188029 0.160751
1 15731 46265729 0.2202 0.189145 0.140939 0.367449
1 15731 46266926 0.106598 0.269658 0.112018 0.0710069
1 11255 33101825 0.0804959 0.423277 0.100747 0.116959
1 16030 47145338 0.0726845 0.0863948 0.10054 0.0546687
1 16008 47081659 0.263821 0.25484 0.132415 0.152168
1 16041 47178847 0.0666879 0.0534675 0.11115 0.112272
1 18508 54433889 0.0679154 0.405286 0.153691 0.137952
1 18965 55780066 0.0991224 0.332469 0.368076 0.188066
1 3234 9510483 0.179775 0.123597 0.0742438 0.148985
1 8421 24767111 0.0812258 0.222938 0.349271 0.0978643
1 4228 12435117 0.401158 0.0638611 0.357565 0.225316
1 6111 17973181 0.16151 0.114306 0.0622674 0.34167
1 7309 21497030 0.184322 0.0653849 0.0925499 0.0851858
1 16479 48467024 0.0914218 0.0920421 0.35128 0.0981707
1 17091 50268416 0.127068 0.203224 0.232968 0.0889798
1 13608 40021701 0.390867 0.0685055 0.132044 0.238164
1 15614 45922314 0.274513 0.458695 0.1981 0.15495
1 15802 46476957 0.126603 0.0769471 0.0640209 0.101918
1 19727 58020516 0.149966 0.389537 0.405668 0.0640056
1 16467 48430523 0.262297 0.359702 0.0573099 0.0794429
1 16467 48432216 0.0465415 0.141937 0.271926 0.130487
1 18967 55783858 0.279637 0.26276 0.217075 0.242591
1 19465 57248577 0.308893 0.104921 0.426123 0.0848549
1 19150 56320933 -10 0.182114 0.114829 0.0683638
1 6538 19228034 0.206296 0.301769 0.320784 0.336537
1 6553 19273384 0.281979 0.14548 0.0996044 0.160913
1 9846 28957646 0.241729 0.173935 0.0892159 0.0783655
1 10109 29731420 0.202796 0.324175 0.0754031 0.0937289
1 13290 39087408 0.0931458 0.106129 0.161072 0.12358
1 13810 40615024 0.170096 0.309387 0.424545 0.0652046
1 14199 41761047 0.161805 0.0749577 0.126387 0.0843048
1 8942 26299833 0.247315 0.377567 0.275335 -10
1 9083 26714236 0.371193 0.0799849 0.0702499 0.150952
1 11853 34859949 0.215261 0.0823122 0.113645 0.051315
1 11853 34860753 0.269331 0.246863 0.431349 0.134026
1 11867 34901024 0.0559517 0.15022 0.168995 0.425544
1 11872 34917582 0.132907 0.261859 0.359487 0.11317
1 11877 34930708 0.191309 0.0665554 0.0669921 0.091604
1 11929 35086278 0.342367 0.372996 0.0690413 0.135913
1 14189 41729988 0.066609 0.347985 0.18998 0.100379
1 14191 41737272 0.177239 0.435816 0.457594 0.265203
1 14471 42561820 0.351332 0.20674 0.0770832 0.0695468
1 14491 42618629 0.130255 0.179139 0.109406 0.405651
1 14692 43210152 0.295301 0.113297 0.241045 0.142439
1 7816 22988683 0.171051 0.150939 0.41618 0.148727
1 9085 26718078 0.38592 0.198013 0.163085 0.141475
1 9096 26752216 0.25555 0.391306 0.18099 0.111116
1 9663 28418221 0.140464 0.393362 0.047216 0.116802
1 9780 28762827 0.189069 0.129264 0.115285 0.0796583
1 11921 35060330 0.0870977 0.155871 0.0635191 0.100667
1 11934 35099837 0.225857 0.131084 0.185082 0.297445
1 14056 41340316 0.219747 0.331368 0.157303 0.260064
1 14183 41714122 0.407949 0.426924 0.108727 0.216855
1 14562 42828269 0.227112 0.311557 0.101124 0.25386
1 14591 42913231 0.276744 0.172501 0.292008 0.105093
1 14593 42919303 0.212475 0.287878 0.0813233 0.100777
1 17188 50552330 0.0674709 0.117596 0.20869 0.0956394
1 7819 22995780 0.33226 0.0694832 0.418774 0.210508
1 7819 22996047 0.335548 0.0807725 0.174802 0.439544
1 7819 22996391 0.175933 -10 0.0606771 0.230026
1 8910 26205001 -10 -10 0.193282 0.105591
1 8920 26232856 0.155392 0.194324 0.0947215 0.228678
1 8956 26339364 0.104143 0.133745 0.0886249 0.100281
1 8956 26339983 0.0717086 0.312097 0.198179 0.130774
1 9002 26477247 0.340618 0.15759 0.125379 0.144411
1 9260 27234089 0.179112 0.191002 0.170959 0.104799
1 9269 27260042 0.39291 0.140376 0.145192 0.154511
1 9263 27243841 0.220453 0.0845321 0.282647 0.251927
1 9764 28715834 0.104717 0.0995952 0.0871578 0.161818
1 9764 28716363 0.095864 0.306558 0.261934 0.377924
1 9764 28717112 0.399209 0.0966786 0.283216 0.280395
1 9776 28753102 0.206175 0.069731 0.171432 0.127489
1 9923 29186386 0.0710094 0.0834507 0.134853 0.0846414
1 10074 29627109 0.0749692 0.256042 0.0932168 0.170889
1 10083 29655148 0.180206 0.189317 0.257376 0.115748
1 12941 38059752 0.149514 0.140467 0.154251 0.056019
1 12941 38060935 0.192068 0.109865 0.216537 0.139652
1 13282 39064568 0.150609 0.0705164 0.279885 0.270605
1 5462 16063073 0.069893 0.334699 0.200247 0.0781692
1 5462 16063894 0.147565 0.154966 0.365867 0.125103
1 6294 18511656 0.179379 0.114459 0.41234 0.0848147
1 9126 26840556 0.368715 0.113862 0.133025 0.17101
1 14737 43344348 0.343867 0.0631477 0.108497 0.299777
1 14737 43344760 0.0859413 0.0782788 0.0951736 0.10191
1 18023 53007604 0.374394 0.0884666 0.142205 0.29208
1 18570 54617275 0.168403 0.243903 0.167197 0.406913
1 18426 54192830 0.119067 0.0584519 0.120222 0.0932006
1 2508 7375821 0.140998 0.353321 0.427874 -10
1 3032 8915781 0.081255 0.187577 0.255516 0.104768
1 3104 9127760 0.07463 0.0901237 0.346401 0.155346
1 9191 27031830 0.137189 0.0827432 0.152411 0.316532
1 9615 28278837 0.134351 0.0762831 0.102138 0.256896
1 9622 28298900 0.0818244 0.0728889 0.117717 0.136903
1 9600 28232895 0.0738684 0.100923 0.105778 0.341071
1 15498 45583285 0.11632 0.297174 0.389318 0.0878101
1 16624 48893480 0.139667 0.0823221 0.209856 0.450104
1 4929 14498320 0.117379 0.0592667 0.309618 0.0581236
1 5284 15538821 0.0883376 0.0863234 0.141564 0.0517296
1 5311 15618172 0.198944 0.286423 0.190654 0.117508
1 5308 15610549 0.185259 0.0728397 0.075615 0.0799497
1 5391 15855592 0.165669 0.0922665 0.135689 0.0598765
1 7459 21937794 0.0893015 0.427604 0.123225 0.178848
1 5490 16147185 0.148042 0.222248 0.0655597 0.08231
1 7278 21405300 0.265078 0.15367 0.150929 0.223321
1 8093 23802089 0.113993 0.281847 0.109642 0.127992
1 8379 24641870 0.37023 0.131507 0.249687 0.240398
1 9115 26806830 0.376505 0.262417 0.433553 0.0844853
1 9133 26860498 0.103456 0.0671609 0.249708 0.146877
1 10190 29969848 0.24828 0.167304 0.327346 0.254874
1 11348 33376860 0.274924 0.177031 0.216384 0.185366
1 11655 34278321 0.135448 0.33947 0.19465 0.131316
1 17382 51122864 0.129328 0.0811718 0.280386 0.181387
1 10807 31784699 0.259553 0.091233 0.233886 0.301983
1 9470 27852214 0.440825 0.364859 0.127169 0.143553
1 7918 23289495 0.190211 0.0602898 0.132855 0.112687
1 8081 23768147 0.145899 0.180797 0.328258 0.0840334
1 8081 23768433 0.0690571 0.379526 0.342205 0.353698
1 10246 30134180 0.0698176 0.25333 0.379413 0.141422
1 16772 49327219 0.243599 0.115083 0.112887 0.112491
1 16772 49328736 0.0645568 0.0827322 0.257465 0.382834
1 10667 31371959 0.213904 0.105472 0.140476 0.0758256
1 13116 38575620 0.11765 0.132836 0.11291 0.446922
1 14909 43849160 0.0645516 0.159403 0.148774 0.0873687
1 14369 42259860 0.167718 0.147501 0.395743 0.091134
1 14369 42260916 0.456731 0.393351 0.07602 0.0656299
1 16719 49172579 0.295356 0.152729 0.212807 0.110675
1 14315 42100753 0.0853193 0.442353 0.342259 0.0885057
1 13166 38721991 0.322255 0.0556488 0.224749 0.332288
1 14089 41438569 0.174586 0.307097 0.190195 0.428638
1 14409 42379860 0.255022 0.150187 0.240684 0.328027
1 17256 50751583 0.261757 0.0765883 0.142632 0.0821422
1 18437 54225328 0.0818025 0.236821 0.10177 0.271798
1 15868 46668874 0.273353 0.188081 0.100656 0.0878884
1 3930 11558530 0.103334 0.194868 0.14728 0.0671933
1 6588 19377427 0.134926 0.108512 0.260179 0.087414
1 2318 6815541 0.452211 0.0815396 0.20839 0.0556637
1 1124 3305878 0.142498 0.113106 0.152769 0.123746
1 5591 16444508 0.233815 0.100521 0.271424 0.29588
1 1837 5400388 0.175518 0.23153 0.203989 0.128564
1 3844 11305363 0.102866 0.137334 0.356364 0.214156
1 5838 17169724 0.169735 0.178799 0.0661818 0.0498071
1 5838 17171348 0.0713845 0.103718 0.195114 0.100125
1 18875 55512256 0.120012 0.216712 0.250802 0.160315
1 8138 23934066 0.420284 0.159685 0.0774778 0.100016
1 16012 47092758 -10 0.071921 0.105454 0.157999
1 17622 51828249 0.0888976 0.0985292 0.202289 0.312937
1 6156 18105842 0.0674755 0.0856685 0.116113 0.269971
1 2147 6314602 0.0765658 0.199154 0.415677 0.223829
1 6405 18837861 0.176752 0.0671981 0.100629 0.289076
1 9367 27549761 0.0629216 0.0747785 0.1474 0.379007
1 11274 33158900 0.409261 0.134898 0.328083 0.253603
1 12567 36961142 0.0814474 0.0896116 0.239326 0.151281
1 12567 36961630 0.104942 0.416664 0.19711 0.0943519
1 13574 39921972 0.328446 0.0867561 0.410474 0.0990035
1 13633 40097005 0.0945918 0.382965 0.156732 0.148423
1 14856 43693758 0.131634 0.203656 0.105728 0.0913208
1 3554 10451671 0.299244 0.189997 0.105569 0.0694863
1 9567 28138256 0.391495 0.081615 0.126845 0.385622
1 9518 27993056 0.190408 0.194017 0.149658 0.200268
1 11394 33509049 0.151322 0.0641316 0.165567 0.104177
1 11402 33533281 0.0813862 0.0908155 0.226446 0.366381
1 10017 29460555 0.361552 0.0603447 0.0642544 0.0802446
1 10496 30868964 0.273347 0.120083 0.258629 0.113843
1 12363 36361732 0.159317 0.315248 0.245484 0.106021
1 11268 33139112 0.434696 0.411456 0.415545 0.188801
1 16678 49052893 0.308208 0.319207 0.364841 0.175954
1 15797 46459915 0.149162 0.168883 0.334309 0.0794522
1 15797 46462526 0.405319 0.134859 0.196711 0.329649
1 18658 54875624 0.154728 0.115248 0.20105 0.0987105
1 6994 20571076 0.435944 0.202372 0.209216 0.137404
1 6999 20585813 -10 0.16975 0.196035 0.0773698
1 8809 25906021 0.181009 0.0859121 0.08976 0.219602
1 8818 25934854 0.124492 0.246754 0.273515 0.187951
