106.68 0.272975 0.249531 0.365451
106.68 0.272975 0.249531 0.365451
106.68 0.272975 0.249531 0.365451
106.68 0.272975 0.249531 0.365451
106.68 0.272975 0.249531 0.365451
106.68 0.272975 0.249531 0.365451
106.68 0.241861 0.249531 0.326869
105.68 0.235078 0.249527 0.318307
105.68 0.225409 0.249527 0.306015
139.75 1.89078e-05 1.90735e-06 9.93054e-06
104.686 0.219059 0.253209 0.293197
105.68 0.222798 0.249527 0.302678
104.686 0.212242 0.253209 0.284546
106.68 0.272975 0.249531 0.365451
106.68 0.241861 0.249531 0.326869
105.68 0.235078 0.249527 0.318307
105.68 0.225409 0.249527 0.306015
139.75 1.89078e-05 1.90735e-06 9.93054e-06
104.686 0.219059 0.253209 0.293197
105.68 0.222798 0.249527 0.302678
104.686 0.212242 0.253209 0.284546
