105.608 0.0969617 18.4477 0.0685623
105.335 0.0939684 18.1809 0.0664457
104.908 0.0920246 17.8975 0.0650712
104.284 0.088424 17.2943 0.0625252
103.611 0.0869334 16.9985 0.0614712
101.809 0.0832565 16.0517 0.0588712
100.429 0.0804489 15.6758 0.056886
99.5532 0.0809553 15.6907 0.0572441
99.6611 0.0821749 15.8421 0.0581064
99.6611 0.0821749 15.8421 0.0581064
99.6611 0.0821749 15.8421 0.0581064
99.5532 0.0809553 15.6907 0.0572441
100.429 0.0804489 15.6758 0.056886
101.809 0.0832565 16.0517 0.0588712
103.611 0.0869334 16.9985 0.0614712
104.284 0.088424 17.2943 0.0625252
104.908 0.0920246 17.8975 0.0650712
105.335 0.0939684 18.1809 0.0664457
105.608 0.0969617 18.4477 0.0685623
105.612 0.0969434 18.4422 0.0685493
105.337 0.0939708 18.1801 0.0664474
104.912 0.0920093 17.8915 0.0650604
104.286 0.0884316 17.294 0.0625305
103.612 0.0869371 16.9984 0.0614738
101.81 0.083258 16.0509 0.0588723
100.431 0.0804463 15.6746 0.0568841
99.5537 0.0809581 15.6908 0.057246
99.6608 0.082158 15.838 0.0580945
