113.458 0.0680101 18.3827 0.0480904
113.705 0.0661202 18.0974 0.0467541
113.914 0.0651089 17.8677 0.0460389
113.939 0.063613 17.547 0.0449812
113.792 0.0626888 17.2922 0.0443277
113.135 0.0624561 17.0157 0.0441631
112.593 0.0612419 16.8561 0.0433045
112.089 0.0636688 17.4659 0.0450207
112.136 0.0651581 17.8045 0.0460737
112.136 0.0651581 17.8045 0.0460737
112.136 0.0651581 17.8045 0.0460737
112.089 0.0636688 17.4659 0.0450207
112.593 0.0612419 16.8561 0.0433045
113.135 0.0624561 17.0157 0.0441631
113.792 0.0626888 17.2922 0.0443277
113.939 0.063613 17.547 0.0449812
113.914 0.0651089 17.8677 0.0460389
113.705 0.0661202 18.0974 0.0467541
113.458 0.0680101 18.3827 0.0480904
